,prenom,genre,fréquence
5833,katee,0,0
5834,katelin,0,0
5835,katelyn,0,0
5836,katelynn,0,0
5837,katerina,0,0
5838,katey,0,0
5839,katharina,0,0
5840,katharine,0,0.13
5841,käthe,0,0
5842,katherina,0,0
5843,katherine,0,0.13
5844,kathi,0,0
5845,kathie,0,0
5846,kathleen,0,0.03
5847,kathlyn,0,0
5848,kathrin,0,0
5849,kathryn,0,0
5850,kathy,0,0
5851,katica,0,0
5852,katida,0,0
5853,katie,0,0
5854,katina,0,0
5855,katinka,0,0
5856,katja,0,0
5857,katlego,2,0
5858,katlyn,0,0
5859,kato,1,0
5860,katri,0,0
5861,katrien,0,0
5862,katrijn,0,0
5863,katrina,0,0
5864,katrine,0,0
5865,katriona,0,0
5866,katsu,1,0
5867,katsuo,1,0
5868,katsuro,1,0
5869,katy,0,0
5870,katya,0,0
5871,kausalya,0,0
5872,kaveri,0,0
5873,kawacatoose,1,0
5874,kay,0,0
5875,kay,1,0
5876,kaycee,0,0
5877,kaye,0,0.03
5878,kayetan,1,0
5879,kayla,0,0
5880,kayleah,0,0
5881,kaylee,0,0
5882,kayleen,0,0
5883,kayleigh,0,0
5884,kayley,0,0
5885,kaylie,0,0
5886,kaylin,0,0
5887,kayly,0,0
5888,kaylyn,0,0
5889,kaylynn,0,0
5890,kayode,1,0
5891,kazia,0,0
5892,kazimeras,1,0
5893,kazimiera,0,0
5894,kazimierz,1,0
5895,kazimir,1,0
5896,kázmér,1,0
5897,kazuki,1,0
5898,kazuko,0,0
5899,kazuo,1,0
5900,kean,1,0
5901,keane,1,0.13
5902,keanu,1,0
5903,keara,0,0
5904,keaton,1,0.29
5905,keefe,1,0.03
5906,keegan,1,0
5907,keelan,2,0
5908,keeleigh,0,0
5909,keeley,0,0
5910,keelin,0,0
5911,keely,0,0
5912,keenan,1,0
5913,kees,1,0
5914,kegan,1,0
5915,keighley,0,0
5916,keiko,0,0
5917,keir,1,0.03
5918,keira,0,0
5919,keisha,0,0.03
5920,keith,1,1.24
5921,keitha,0,0
5922,keithia,0,0
5923,kekepania,0,0
5924,kekoa,1,0
5925,kelan,1,0
5926,kelcey,2,0
5927,keld,1,0
5928,kelda,0,0
5929,kelebek,0,0
5930,kelemen,1,0
5931,kelia,0,0
5932,kelleigh,0,0
5933,kelley,0,0.13
5934,kelli,0,0
5935,kellie,0,0
5936,kelly,2,0.41
5937,kelsey,2,0
5938,kelsi,0,0
5939,kelsie,0,0
5940,kelvin,1,0.67
5941,kemp,1,0.13
5942,ken,1,0
5943,ken,1,0
5944,kenan,1,0
5945,kenaniah,1,0
5946,kendal,1,0
5947,kendall,2,0.41
5948,kendra,0,0
5949,kendrick,1,0
5950,kenelm,1,0
5951,ken'ichi,1,0
5952,kenina,0,0
5953,kenith,1,0
5954,kenji,1,0
5955,kenna,0,0
5956,kennard,1,0
5957,kennedy,2,1.75
5958,kennet,1,0
5959,kenneth,1,0.03
5960,kennith,1,0
5961,kenny,1,0.03
5962,kenrick,1,0
5963,kenshin,1,0
5964,kent,1,0.64
5965,kenta,1,0
5966,kentigern,1,0
5967,kenton,1,0
5968,kenya,2,0.89
5969,kenyon,1,0.06
5970,keoni,1,0
5971,keren,0,0.29
5972,kerena,0,0
5973,keren-happuch,0,0
5974,kerensa,0,0
5975,kerenza,0,0
5976,keri,0,0
5977,kermit,1,0
5978,kerneels,1,0
5979,kerr,1,0.22
5980,kerri,0,0
5981,kerrie,2,0
5982,kerry,2,0
5983,kerstin,0,0
5984,kerttu,0,0
5985,keshaun,1,0
5986,keshawn,1,0
5987,keshet,2,0
5988,keshia,0,0
5989,kester,1,0
5990,kestrel,0,0
5991,kettil,1,0
5992,keturah,0,0
5993,kevan,1,0
5994,kevin,1,0.06
5995,kevork,1,0
5996,keysha,0,0
5997,kezia,0,0
5998,keziah,0,0
5999,kgosi,1,0
6000,khadiga,0,0
6001,khadija,0,2.10
6002,khajag,1,0
6003,khaleel,1,0
6004,khalid,1,0.06
6005,khalida,0,0
6006,khalifa,1,0
6007,khalil,1,0.03
6008,khalilah,0,0
6009,khaliq,1,0
6010,khamisi,1,0
6011,khara,0,0
6012,khatijah,0,0
6013,khayrat,1,0
6014,khayri,1,0
6015,khayriyya,0,0
6016,khayyam,1,0.03
6017,khloe,0,0
6018,khordad,1,0
6019,khorshed,2,0
6020,khurshid,2,0
6021,khwaja,1,0
6022,kian,1,0
6023,kiana,0,0
6024,kiara,0,0
6025,kiaran,1,0
6026,kiarra,0,0
6027,kibwe,1,0
6028,kichiro,1,0
6029,kiefer,1,0.32
6030,kielo,0,0
6031,kiera,0,0
6032,kieran,1,0
6033,kieron,1,0
6034,kierra,0,0
6035,kiersten,0,0
6036,kiku,0,0
6037,kiley,0,0
6038,kilian,1,0.13
6039,kilie,0,0
6040,killian,1,0.06
6041,kim,0,0
6042,kim,1,0
6043,kim,0,0
6044,kimball,1,0
6045,kimberlee,0,0
6046,kimberleigh,0,0
6047,kimberley,2,0.45
6048,kimberly,0,0
6049,kimiko,0,0
6050,kimmy,0,0
6051,kimo,1,0
6052,kin,0,0
6053,kinborough,0,0
6054,king,1,8.92
6055,kinga,0,0
6056,kinge,0,0
6057,kingsley,2,0
6058,kip,1,0
6059,kipling,1,0.64
6060,kira,0,0
6061,kirabo,2,0
6062,kiran,1,0
6063,kirby,1,0.10
6064,kiri,0,0.32
6065,kiril,1,0
6066,kirill,1,0
6067,kirk,1,0.13
6068,kirsa,0,0
6069,kirsi,0,0
6070,kirsteen,0,0
6071,kirsten,0,0
6072,kirstie,0,0
6073,kirstin,0,0
6074,kirsty,0,0
6075,kisecawchuck,1,0
6076,kisha,0,0
6077,kishan,1,0
6078,kishen,1,0
6079,kishore,1,0
6080,kishori,0,0
6081,kistna,1,0
6082,kit,2,0.19
6083,kitty,0,0
6084,kiyoko,0,0
6085,kiyoshi,1,0
6086,kizzie,0,0
6087,kizzy,0,0
6088,kjeld,1,0
6089,kjell,1,0
6090,kjellfrid,0,0
6091,kjerstin,0,0
6092,kjetil,1,0
6093,klaas,1,0
6094,klaes,1,0
6095,klára,0,0
6096,klara,0,0
6097,klaudia,0,0
6098,klaus,1,0.38
6099,klava,0,0
6100,klavdija,0,0
6101,klavdiya,0,0
6102,kleitos,1,0
6103,klemen,1,0
6104,klemens,1,0.06
6105,klementyna,0,0
6106,kliment,1,0
6107,klio,0,0.06
6108,klotild,0,0
6109,klytië,0,0
6110,knud,1,0.06
6111,knut,1,0
6112,knute,1,0
6113,kobe,1,0.06
6114,kobina,1,0
6115,kodey,1,0
6116,kody,1,0
6117,koen,1,0.03
6118,koenraad,1,0
6119,kofi,1,0
6120,kohaku,0,0
6121,kohar,0,0
6122,kohinoor,0,0
6123,kojo,1,0
6124,kolab,0,0
6125,kolby,1,0
6126,kole,1,0
6127,kolleen,0,0
6128,kolman,1,0
6129,kolour,0,0
6130,kolya,1,0
6131,kondrat,1,0.03
6132,konnor,1,0
6133,konrád,1,0
6134,konrad,1,0.29
6135,konstantin,1,0
6136,konstantinos,1,0
6137,konstantyn,1,0
6138,koos,1,0
6139,koppel,1,0
6140,kora,0,0
6141,korbin,1,0
6142,korbinian,1,0
6143,körbl,1,0
6144,korë,0,0
6145,korey,1,0
6146,korina,0,0
6147,korinna,0,0
6148,kornél,1,0
6149,kornel,1,0
6150,kornélia,0,0
6151,kornelia,0,0
6152,korrine,0,0
6153,kort,1,0
6154,kortney,2,0
6155,kory,1,0
6156,kostandin,1,0
6157,kostya,1,0
6158,kourtney,2,0
6159,kreindel,0,0
6160,kresten,1,0
6161,kreszentia,0,0
6162,kreszenz,0,0
6163,kriemhild,0,0
6164,kriemhilde,0,0
6165,krikor,1,0
6166,krimhilde,0,0
6167,kris,2,0.29
6168,krishna,1,0.25
6169,krista,0,0
6170,kristal,0,0
6171,kristaps,1,0
6172,kristeen,0,0
6173,kristel,0,0
6174,kristen,1,0
6175,kristen,0,0
6176,krister,1,0
6177,kristi,0,0
6178,kristia,0,0
6179,kristian,2,0
6180,kristie,0,0
6181,kristiina,0,0
6182,kristin,0,0
6183,kristina,0,0
6184,kristine,0,0
6185,kristján,1,0
6186,kristjan,1,0
6187,kristjana,0,0
6188,kristóf,1,0
6189,kristoffer,1,0
6190,kristopher,1,0
6191,kristy,0,0
6192,kristyna,0,0
6193,krisztián,1,0
6194,krisztina,0,0
6195,krysia,0,0
6196,krystal,0,0
6197,krystina,0,0
6198,krystine,0,0
6199,krystle,0,0
6200,krystof,1,0
6201,krystyn,1,0
6202,krystyna,0,0
6203,krzys,1,0
6204,krzysztof,1,0
6205,ksawery,1,0
6206,ksenia,0,0
6207,ksenija,0,0
6208,kseniya,0,0
6209,kshitij,0,0
6210,kuba,1,0
6211,kudret,1,0
6212,kukka,0,0
6213,kumar,1,0
6214,kumari,0,0
6215,kumiko,0,0.45
6216,kun,1,0.10
6217,kunal,1,0
6218,kunegunda,0,0
6219,kunibert,1,0
6220,kunigonde,0,0
6221,kunigunde,0,0
6222,kuno,1,0.03
6223,kunthea,0,0
6224,kunto,0,0
6225,kuro,1,0.10
6226,kurt,1,0.54
6227,kurtis,1,0
6228,kustaa,1,0
6229,kuzma,1,0
6230,kwabena,1,0
6231,kwadwo,1,0
6232,kwaku,1,0
6233,kwame,1,0
6234,kwasi,1,0
6235,kweku,1,0
6236,kwesi,1,0
6237,kyla,0,0
6238,kyle,2,0.03
6239,kylee,0,0
6240,kyleigh,0,0
6241,kyler,2,0
6242,kylie,0,0
6243,kyllikki,0,0
6244,kym,0,0
6245,kynaston,1,0
6246,kyösti,1,0
6247,kyra,0,0
6248,kyran,1,0
6249,kyriake,0,0
6250,kyriaki,0,0
6251,kyriakos,1,0
6252,kyros,1,0
6253,kyung-soon,0,0
6254,laban,1,0.03
6255,labhrainn,1,0
6256,labhrás,1,0
6257,lacey,2,0
6258,lachie,1,0
6259,lachina,0,0
6260,lachlan,1,0
6261,lachtna,1,0
6262,lacy,2,0
6263,ladislao,1,0
6264,ladislas,1,0.06
6265,ladislaus,1,0
6266,ladislav,1,0
6267,ladonna,0,0
6268,laelia,0,0
6269,lærke,0,0
6270,laetitia,0,0.92
6271,lagina,0,0
6272,lahja,0,0
6273,laia,0,0
6274,laila,0,0
6275,laima,0,0
6276,laird,1,0.16
6277,lajos,1,0
6278,lake,1,0.61
6279,lakeisha,0,0
6280,lakeshia,0,0
6281,lakisha,0,0
6282,lakshman,1,0
6283,lakshmi,0,0
6284,lal,1,0
6285,lala,0,0.25
6286,lalage,0,0
6287,lalawethika,1,0
6288,laleh,0,0
6289,lalit,0,0
6290,lalita,0,0
6291,lalla,0,30.01
6292,lallie,0,0
6293,lally,0,0.10
6294,lalo,1,0.73
6295,lambert,1,40.68
6296,lamech,1,0.03
6297,lamis,0,0
6298,lammert,1,0
6299,lamont,1,0.06
6300,lamprecht,1,0.10
6301,lamya,0,0
6302,lan,0,0.41
6303,lana,0,0.10
6304,lance,1,22.71
6305,lancelot,1,0.67
6306,landon,1,0.45
6307,lane,1,0.64
6308,lanford,1,0
6309,lành,1,0
6310,lani,0,0
6311,lanny,1,0
6312,lanty,1,0
6313,lanzo,1,0.03
6314,laocadia,0,0
6315,laoise,0,0
6316,lára,0,0
6317,lara,0,1.47
6318,laraine,0,0
6319,lareyna,0,0
6320,lari,0,0
6321,larisa,0,0.06
6322,larissa,0,0.03
6323,lark,0,0.03
6324,larkin,1,0
6325,larrie,1,0
6326,larry,1,0
6327,lars,1,0
6328,lárus,1,0
6329,laryn,0,0
6330,lashawn,2,0
6331,lashonda,0,0
6332,lasse,1,8.95
6333,lassi,1,0
6334,lászló,1,0
6335,lata,0,0.03
6336,latanya,0,0
6337,latasha,0,0
6338,lateefah,0,0
6339,latif,1,0
6340,latifa,0,0
6341,latifah,0,0
6342,latisha,0,0
6343,latonya,0,0
6344,latoya,0,0
6345,launce,1,0
6346,launo,1,0
6347,laura,0,14.75
6348,lauraine,0,0
6349,laure,0,6.02
6350,laureen,0,0
6351,laurel,0,0.67
6352,laurelle,0,0.10
6353,lauren,0,0.16
6354,laurena,0,0
6355,laurence,1,0
6356,laurence,0,0
6357,laurencia,0,0
6358,laurenço,1,0
6359,laurene,0,0
6360,laurens,1,0.54
6361,laurent,1,28.80
6362,laurentia,0,0
6363,laurentine,0,0
6364,laurentiu,1,0
6365,laurentius,1,0
6366,lauressa,0,0
6367,lauretta,0,0
6368,laurette,0,0.06
6369,lauri,1,0
6370,laurie,0,0.25
6371,laurinda,0,0
6372,laurine,0,0
6373,laurissa,0,0
6374,laurita,0,0
6375,laurits,1,0
6376,lauritz,1,0
6377,lauro,1,0.03
6378,lauryn,0,0
6379,lavena,0,0.25
6380,lavender,0,0
6381,lavern,2,0
6382,laverna,0,0
6383,laverne,2,0.06
6384,lavina,0,0
6385,lavinia,0,0
6386,lavone,0,0
6387,lavonne,0,0
6388,lavra,0,0
6389,lavrenti,1,0.03
6390,lavrentios,1,0
6391,lawahiz,0,0
6392,lawanda,0,0
6393,lawrence,1,1.40
6394,lawrie,0,0
6395,lawson,1,0.13
6396,laxman,1,0
6397,laxmi,0,0
6398,layla,0,0
6399,layton,1,0.10
6400,laz,1,0
6401,lázár,1,0
6402,lazar,1,0
6403,lazare,1,4.43
6404,lazarus,1,0.16
6405,lazer,1,0
6406,lazzaro,1,0.19
6407,léa,0,0.10
6408,lea,0,0.03
6409,leachlainn,1,0
6410,leah,0,0
6411,léan,0,0
6412,leander,1,0.10
6413,leandra,0,0
6414,léandre,1,0.57
6415,leandro,1,0
6416,leann,0,0
6417,leanna,0,0
6418,leanne,0,0
6419,leanora,0,0
6420,leatrice,0,0
6421,leberecht,1,0
6422,lech,1,0
6423,lecia,0,0
6424,leda,0,0
6425,lee,2,1.34
6426,leeann,0,0
6427,leeba,0,0
6428,leela,0,0
6429,leesa,0,0
6430,leevi,1,0
6431,lefteris,1,0
6432,legolas,1,0
6433,lehi,1,0
6434,leia,0,0
6435,leif,1,0
6436,leigh,0,0.13
6437,leighton,2,0.03
6438,leila,0,1.08
6439,leilah,0,0
6440,leilani,0,0
6441,leith,1,0
6442,lela,0,0
6443,leland,1,0.06
6444,lelia,0,0
6445,lemmy,1,0.41
6446,lemoine,1,0.38
6447,lempi,0,0
6448,lemuel,1,0
6449,len,1,0
6450,lena,0,0.06
6451,lenard,1,0.29
6452,lene,0,0
6453,leni,0,15.83
6454,lennard,1,0.13
6455,lennart,1,0
6456,lennie,1,0
6457,lennon,1,1.98
6458,lennox,1,0
6459,lenny,1,0
6460,lenora,0,0
6461,lenore,0,0.06
6462,lenox,1,0.10
6463,lenuta,0,0
6464,lenz,1,0.29
6465,leo,1,0.16
6466,leocadia,0,0
6467,leocadio,1,0
6468,leofric,1,0
6469,leofwine,1,0
6470,leokadia,0,0
6471,leola,0,0
6472,leolin,1,0
6473,léon,1,15.23
6474,leon,1,0.45
6475,leona,0,0.03
6476,léonard,1,4.24
6477,leonard,1,0.54
6478,leonardo,1,0.06
6479,léonce,1,0.16
6480,leoncio,1,0
6481,leone,1,0
6482,leone,0,0
6483,leonhard,1,0.06
6484,leonid,1,0.22
6485,leonidas,1,0.10
6486,léonie,0,1.02
6487,leonius,1,0
6488,léonne,0,0
6489,leonor,0,0.16
6490,leonora,0,0.03
6491,leonore,0,0.03
6492,leonti,1,0
6493,leontina,0,0
6494,léontine,0,0.70
6495,leontius,1,0
6496,leonty,1,0
6497,leontyne,0,0
6498,leonzio,1,0
6499,léopold,1,2.77
6500,leopold,1,0.32
6501,leopoldo,1,0
6502,leos,1,0
6503,leroi,1,0.13
6504,leroy,1,2.07
6505,les,1,15809.49
6506,lesedi,0,0
6507,lesia,0,0
6508,lesleigh,0,0
6509,lesley,2,0
6510,leslie,2,0.83
6511,lesly,2,0
6512,lessie,0,0
6513,lester,1,0.67
6514,leszek,1,0
6515,leta,0,0
6516,letha,0,0
6517,leticia,0,0.03
6518,letitia,0,0
6519,letizia,0,0
6520,leto,0,0.03
6521,lettice,0,0
6522,lettie,0,0
6523,letty,0,0.03
6524,lev,1,0.06
6525,levent,1,0
6526,levi,1,0.54
6527,levon,1,0
6528,lew,1,0.06
6529,lewella,0,0
6530,lewin,1,1.08
6531,lewis,1,18.96
6532,lex,1,0.16
6533,lexa,0,0
6534,lexi,0,0
6535,lexia,0,0
6536,lexie,0,0.03
6537,lexine,0,0
6538,lexus,0,0
6539,lexy,0,0
6540,leyton,1,0
6541,li,2,3.22
6542,lia,0,0.92
6543,líadan,0,0
6544,liam,1,0
6545,liana,0,0
6546,liane,0,1.02
6547,lianne,0,0
6548,libby,0,0.29
6549,liber,1,0.25
6550,liberatore,1,0
6551,liberius,1,0
6552,liberty,0,1.53
6553,libitina,0,0
6554,libor,1,0
6555,liboria,0,0
6556,liborio,1,0
6557,lida,0,0.03
6558,liddy,0,0
6559,lidia,0,0.19
6560,lidiya,0,0
6561,lieber,1,0.06
6562,lien,0,24.59
6563,liesa,0,0
6564,liesbeth,0,0
6565,liese,0,0
6566,liesel,0,0.03
6567,lieselotte,0,0
6568,liesje,0,0
6569,liesl,0,0
6570,ligeia,0,0
6571,ligia,0,0
6572,liisa,0,0
6573,lijsbeth,0,0
6574,lila,0,0
6575,lilac,0,0
6576,lilavati,0,0
6577,líle,0,0
6578,lileas,0,0
6579,lili,0,20.04
6580,lilia,0,0.03
6581,lilian,0,0.13
6582,liliana,0,0.03
6583,lilias,0,0
6584,lilith,0,0.06
6585,lilja,0,0
6586,lillian,0,0
6587,lillias,0,0
6588,lillie,0,0.29
6589,lilly,0,0
6590,lilo,0,0
6591,lily,0,2.04
6592,lim,2,0
6593,lin,2,4.62
6594,lina,0,0
6595,lina,0,0
6596,linas,1,0
6597,lincoln,1,0.41
6598,linda,0,1.56
6599,linden,0,0.10
6600,lindon,1,0
6601,lindsay,2,0.03
6602,lindsey,2,0
6603,lindsie,2,0
6604,lindy,0,0
6605,linette,0,0.03
6606,linford,1,0
6607,ling,0,1.43
6608,linh,0,0
6609,linnaea,0,0
6610,linnéa,0,0
6611,linnet,0,0
6612,linnette,0,0
6613,linnie,0,0
6614,linos,1,0.13
6615,linsay,2,0
6616,linsey,2,0
6617,linton,1,0.86
6618,linus,1,0.06
6619,linwood,1,0
6620,linzi,0,0
6621,lionel,1,0.10
6622,lior,2,0
6623,liouba,0,0
6624,lir,1,0
6625,liron,2,0.25
6626,lis,0,13.13
6627,lisa,0,8.28
6628,lisanne,0,0
6629,lisbet,0,0
6630,lisbeth,0,0.06
6631,lise,0,7.52
6632,lisette,0,0.83
6633,lisha,0,0
6634,lissa,0,0.54
6635,lita,0,0
6636,liv,0,8.86
6637,livia,0,0
6638,livia,0,0
6639,liviana,0,0
6640,livio,1,0
6641,liviu,1,0
6642,livius,1,0.03
6643,livvy,0,0
6644,livy,1,0
6645,liz,0,0.16
6646,liza,0,0
6647,lizaveta,0,0
6648,lizbeth,0,0
6649,lizette,0,0
6650,lizolet,0,0
6651,lizzie,0,0
6652,lizzy,0,0
6653,ljubomir,1,0
6654,lleu,1,0
6655,lleulu,0,0
6656,llew,1,0
6657,llewella,0,0
6658,llewellyn,1,0.03
6659,llewelyn,1,0
6660,llora,0,0
6661,llorenç,1,0
6662,lloyd,1,0.92
6663,lluc,1,0
6664,lluis,1,0.03
6665,llyr,1,0
6666,llywellyn,1,0
6667,llywelyn,1,0
6668,lochan,1,0
6669,lochlainn,1,0
6670,lochlann,1,0
6671,lockie,1,0
6672,lodewijk,1,0
6673,lodovico,1,0
6674,logan,2,0.16
6675,loic,1,0
6676,lois,0,73.46
6677,loki,1,0
6678,lola,0,9.81
6679,lolicia,0,0
6680,lolita,0,0.48
6681,lomán,1,0
6682,lommán,1,0
6683,lon,1,0.45
6684,lonán,1,0
6685,london,2,2.29
6686,lone,0,0.13
6687,lonnie,1,0
6688,lonny,1,0
6689,lope,1,0.57
6690,lora,0,0
6691,loraine,0,0
6692,lorainne,0,0
6693,lóránd,1,0
6694,lóránt,1,0
6695,lorayne,0,0
6696,lorcán,1,0
6697,lorccán,1,0
6698,lore,0,0.13
6699,loredana,0,0
6700,loreen,0,0
6701,lorelei,0,0.25
6702,lorelle,0,0
6703,loren,2,0.03
6704,lorena,0,0
6705,lorencio,1,0
6706,lorene,0,0
6707,lorens,1,0
6708,lorenz,1,0.67
6709,lorenza,0,0.83
6710,lorenzo,1,0.45
6711,loreto,0,0.03
6712,loretta,0,0
6713,lorette,0,0.38
6714,lori,0,0
6715,lorie,0,0
6716,lorin,1,0
6717,lõrinc,1,0
6718,lorinda,0,0
6719,loris,0,0
6720,lorita,0,0
6721,lorn,1,0
6722,lorna,0,0
6723,lorne,1,0.99
6724,lorraine,0,10.86
6725,lorri,0,0
6726,lorrie,0,0
6727,lorrin,1,0
6728,lothair,1,0
6729,lothaire,1,0.64
6730,lothar,1,0.86
6731,lothario,1,0
6732,lotta,0,0.19
6733,lotte,0,0.29
6734,lottie,0,0
6735,lotus,0,1.27
6736,lou,2,3.85
6737,louella,0,0
6738,louie,1,0
6739,louis,1,84.74
6740,louisa,0,0.16
6741,louise,0,45.05
6742,louiza,0,0
6743,loup,1,17.01
6744,lourdes,0,22.36
6745,love,0,2.68
6746,lovel,1,0
6747,lovell,1,0.06
6748,loviisa,0,0
6749,lovisa,0,0
6750,lovise,0,0
6751,lowell,1,0.13
6752,lowri,0,0
6753,loyd,1,0
6754,luana,0,0
6755,luann,0,0
6756,luanna,0,0
6757,luanne,0,0
6758,luba,0,0.06
6759,luben,1,0
6760,lubna,0,0
6761,lubomierz,1,0
6762,lubomir,1,0
6763,luc,1,20.80
6764,luca,1,0
6765,luca,0,0
6766,lúcás,1,0
6767,lucas,1,1.69
6768,lucasta,0,0
6769,luce,0,1.88
6770,lucetta,0,0
6771,luchjo,1,0
6772,lúcia,0,0
6773,lucía,0,0
6774,lucia,0,0.64
6775,lucian,1,0
6776,luciana,0,0.03
6777,luciano,1,1.59
6778,lucie,0,18.80
6779,lucien,1,25.49
6780,lucienne,0,7.07
6781,lucifer,1,0.92
6782,lucile,0,15.96
6783,lucilla,0,0
6784,lucille,0,6.63
6785,lucina,0,0.03
6786,lucinda,0,0
6787,lucinde,0,0
6788,lucine,0,0.03
6789,lucio,1,0.06
6790,lucius,1,1.72
6791,lucjan,1,0
6792,lucky,1,0.48
6793,lucrece,0,0
6794,lucretia,0,0.10
6795,lucrezia,0,0.03
6796,lucy,0,0.38
6797,ludger,1,0
6798,ludmila,0,0
6799,ludmilla,0,0.29
6800,ludo,1,20.07
6801,ludovic,1,2.42
6802,ludovica,0,0
6803,ludoviko,1,0
6804,ludvig,1,0
6805,ludvik,1,0
6806,ludwig,1,1.85
6807,ludwik,1,0
6808,luella,0,0
6809,lugh,1,0
6810,lughaidh,1,0
6811,lugus,1,0.10
6812,luigi,1,1.75
6813,luigina,0,0
6814,luigino,1,0
6815,luis,1,4.87
6816,luisa,0,0.32
6817,luise,0,0.13
6818,luíseach,0,0
6819,luitgard,0,0
6820,luitger,1,0
6821,luitpold,1,0
6822,luiz,1,0
6823,lujayn,0,0
6824,lujza,0,0
6825,luka,1,0.03
6826,lukács,1,0
6827,lukas,1,0.03
6828,luke,1,0.16
6829,luksa,0,0
6830,lula,0,0.03
6831,lulu,0,4.46
6832,luminita,0,0
6833,lumusi,0,0
6834,luna,0,1.27
6835,luned,0,0
6836,lunete,0,0
6837,lupe,0,0.06
6838,lupita,0,0
6839,lurdes,0,0
6840,lure,0,0.38
6841,lutfi,1,0
6842,lutgard,0,0
6843,lutgardis,0,0
6844,luther,1,2.48
6845,lúðvík,1,0
6846,lutz,1,0.13
6847,luuk,1,0
6848,luukas,1,0
6849,luvenia,0,0
6850,luvinia,0,0
6851,lux,0,0.64
6852,luz,0,0.61
6853,luzia,0,0
6854,lyall,2,0
6855,lycurgus,1,0
6856,lyda,0,0
6857,lydia,0,0.25
6858,lydie,0,0.38
6859,lyle,1,0
6860,lyn,0,0
6861,lynda,0,0
6862,lyndi,0,0
6863,lyndon,1,0.10
6864,lyndsay,2,0
6865,lyndsea,0,0
6866,lyndsey,2,0
6867,lynette,0,0
6868,lynn,2,0.06
6869,lynna,0,0
6870,lynne,2,0
6871,lynnette,0,0
6872,lynsay,0,0
6873,lynsey,0,0
6874,lynton,1,0
6875,lynwood,1,0
6876,lyov,1,0
6877,lyra,0,0.03
6878,lyric,0,0
6879,lysander,1,0.19
6880,lysandra,0,0
6881,lysette,0,0
6882,lysimachus,1,0
6883,lysistrata,0,0.03
6884,lyssa,0,0
6885,lyuba,0,0
6886,lyubov,0,0
6887,lyudmila,0,0
6888,lyudmyla,0,0
6889,lyydia,0,0
6890,lyyti,0,0
6891,maaike,0,0
6892,maaria,0,0
6893,maarit,0,0
6894,maarja,0,0
6895,maarten,1,0
6896,maartje,0,0
6897,maas,1,0
6898,maata,0,0
6899,mabel,0,0.19
6900,mabella,0,0
6901,mabelle,0,0
6902,mable,0,0
6903,mabon,1,0.03
6904,macarena,0,0.03
6905,macaria,0,0
6906,macario,1,0
6907,macey,2,0
6908,machteld,0,0
6909,macie,2,0
6910,maciej,1,0
6911,mack,1,1.62
6912,mackenzie,2,0.54
6913,macsen,1,0
6914,macy,2,0.03
6915,madai,1,0
6916,madailéin,0,0
6917,madalena,0,0
6918,madalyn,0,0
6919,mädchen,0,0
6920,maddalena,0,0
6921,maddison,0,0
6922,madelaine,0,0
6923,madeleine,0,16.28
6924,madelina,0,0
6925,madeline,0,0
6926,madelyn,0,0
6927,madge,0,0
6928,madhav,1,0
6929,madhavi,0,0
6930,madhu,0,0
6931,madhukar,1,0
6932,madhur,0,0
6933,madison,2,0.92
6934,madisyn,0,0
6935,madlyn,0,0
6936,madoc,1,0
6937,madog,1,0
6938,madoline,0,0
6939,madonna,0,0.45
6940,mads,1,0
6941,madyson,0,0
6942,mae,0,0.06
6943,maegan,0,0
6944,maeja,0,0
6945,maeleachlainn,1,0
6946,maeva,0,0
6947,maeve,0,0
6948,mafalda,0,0
6949,magda,0,0.25
6950,magdalen,0,0
6951,magdalena,0,0
6952,magdalene,0,0
6953,magdalone,0,0
6954,magdolna,0,0
6955,maggie,0,0.25
6956,magnhild,0,0
6957,magnolia,0,0.80
6958,magnus,1,0.57
6959,maha,0,0.06
6960,mahala,0,0
6961,mahalah,1,0
6962,mahalath,0,0
6963,mahali,1,0
6964,mahalia,0,0
6965,mahatma,1,0.03
6966,mahavir,1,0
6967,mahendra,1,0
6968,mahin,0,0
6969,mahinder,1,0
6970,mahlah,2,0
6971,mahli,1,0
6972,mahmood,1,0
6973,mahmud,1,0.03
6974,mahomet,1,2.04
6975,mahon,1,1.37
6976,mahvash,0,0
6977,mai,0,39.44
6978,maia,0,0
6979,maia,0,0
6980,maighread,0,0
6981,maija,0,0
6982,maike,0,0
6983,maile,0,0
6984,mainchín,1,0
6985,mainio,1,0
6986,mair,0,0.06
6987,máire,0,0
6988,mairéad,0,0
6989,mairead,0,0
6990,mairenn,0,0
6991,màiri,0,0
6992,máirín,0,0
6993,mairtín,1,0
6994,mairwen,0,0
6995,maisie,0,0.03
6996,maite,0,0
6997,maitiú,1,0
6998,maitland,1,0.06
6999,maja,0,0.10
7000,major,1,21.22
7001,makaio,1,0
7002,makari,1,0
7003,makayla,0,0
7004,makeda,0,0
7005,makenna,0,0
7006,makenzie,0,0
7007,makram,1,0
7008,maksim,1,0
7009,maksimilian,1,0
7010,mala,0,0.45
7011,malachi,1,0
7012,malachy,1,0
7013,malaika,0,0
7014,malak,2,0
7015,malakai,1,0
7016,malamis,1,0
7017,malandra,0,0
7018,malati,0,0
7019,malcolm,1,0.54
7020,malcom,1,0.13
7021,maldwyn,1,0
7022,maleah,0,0
7023,maleko,1,0
7024,malene,0,0
7025,malgorzata,0,0
7026,malia,0,0
