,prenom,genre,fréquence
3907,georgene,0,0
3908,georges,1,35.90
3909,georgeta,0,0
3910,georgette,0,1.75
3911,georgi,1,0
3912,georgia,0,1.12
3913,georgiana,0,0
3914,georgie,2,0.03
3915,georgina,0,0.13
3916,georgine,0,0
3917,georgios,1,0
3918,georgiy,1,0
3919,georgo,1,0
3920,geraint,1,0
3921,gérald,1,0.13
3922,gerald,1,0.22
3923,geraldine,0,0
3924,geraldo,1,0
3925,gerallt,1,0
3926,gérard,1,7.74
3927,gerard,1,0.03
3928,gerardo,1,0
3929,gerasim,1,0
3930,gerasimos,1,0
3931,géraud,1,0.16
3932,gerben,1,0
3933,gerd,0,0
3934,gerda,0,0.10
3935,gereon,1,0
3936,gerfried,1,0
3937,gergely,1,0
3938,gergõ,1,0
3939,gerhard,1,0.22
3940,gerhardt,1,0.83
3941,gerhold,1,0
3942,gerlach,1,0.96
3943,gerlinde,0,0
3944,germain,1,16.31
3945,germaine,0,5.32
3946,german,1,0.13
3947,germano,1,1.43
3948,gernot,1,0
3949,gerolamo,1,0
3950,gerolt,1,0
3951,geronimo,1,0.03
3952,gerontius,1,0
3953,gerrard,1,0
3954,gerrit,1,0.19
3955,gerry,2,0.06
3956,gershom,1,0
3957,gershon,1,0
3958,gert,1,0
3959,gertie,0,0
3960,gertraud,0,0
3961,gertrúd,0,0
3962,gertrud,0,0.06
3963,gertrude,0,1.12
3964,gertrudes,0,0
3965,gertrudis,0,0
3966,gertruida,0,0
3967,gervais,1,1.98
3968,gervaise,1,0
3969,gervaise,0,0
3970,gervas,1,0
3971,gervase,1,0
3972,gervasio,1,0
3973,gervasius,1,0
3974,gerwulf,1,0
3975,gethin,1,0
3976,gethsemane,0,0
3977,géza,1,0
3978,ghada,0,0
3979,ghadir,0,0
3980,ghalib,1,0
3981,ghaliya,0,0
3982,ghassan,1,0
3983,ghayth,1,0
3984,gheorghe,1,0
3985,ghislain,1,0.13
3986,ghislaine,0,0.19
3987,ghufran,0,0
3988,gia,0,0
3989,giachetta,0,0
3990,giacinta,0,0
3991,giacinto,1,0
3992,giacobbe,1,0
3993,giacomo,1,0.64
3994,giada,0,0
3995,giambattista,1,0
3996,giampaolo,1,0
3997,giampiero,1,0
3998,giancarlo,1,0.57
3999,gianfranco,1,0
4000,gianluca,1,0
4001,gianluigi,1,0
4002,gianmarco,1,0
4003,gianmaria,1,0
4004,gianna,0,0
4005,gianni,1,0.06
4006,giannino,1,0.03
4007,gianpaolo,1,0
4008,gianpiero,1,0
4009,gib,1,0
4010,gideon,1,0
4011,giedre,0,0
4012,giedrius,1,0
4013,giffard,1,0.22
4014,gigi,0,0.10
4015,gijs,1,0
4016,gijsbert,1,0
4017,gil,1,0
4018,gil,1,0
4019,gil,1,0
4020,gilad,1,0
4021,gilah,0,0
4022,gilbert,1,24.28
4023,gilberta,0,0
4024,gilberte,0,5.48
4025,gilbertine,0,0
4026,gilberto,1,0.32
4027,gilchrist,1,0.13
4028,gilda,0,0.10
4029,giles,1,0.10
4030,gill,1,0.29
4031,gilles,1,8.76
4032,gillespie,1,0
4033,gillian,0,0
4034,gillis,1,0
4035,gilroy,1,0
4036,gina,0,0
4037,gina,0,0
4038,ginette,0,2.45
4039,ginevra,0,0.06
4040,ginger,0,0.10
4041,ginnie,0,0
4042,ginny,0,0
4043,gino,1,0.06
4044,gintaras,1,0
4045,gintare,0,0
4046,gioacchino,1,0.03
4047,gioachino,1,0
4048,gioconda,0,0.03
4049,giordano,1,0.25
4050,giorgia,0,0
4051,giorgina,0,0
4052,giorgino,1,0
4053,giorgio,1,1.18
4054,giosetta,0,0
4055,giosuè,1,0
4056,giovanna,0,0.16
4057,giovannetta,0,0
4058,giovanni,1,3.25
4059,giraldo,1,0
4060,girish,1,0
4061,girolamo,1,0.10
4062,gisa,0,0
4063,gisbert,1,0
4064,gisela,0,0
4065,gisèle,0,3.09
4066,gisella,0,0
4067,giselle,0,4.43
4068,gisselle,0,0
4069,gita,0,0.06
4070,githa,0,0
4071,gitta,0,0
4072,gittan,0,0
4073,gittel,0,0
4074,giuditta,0,0
4075,giulia,0,0.03
4076,giuliana,0,0
4077,giuliano,1,0.06
4078,giulietta,0,0.10
4079,giulio,1,1.47
4080,giuseppe,1,1.31
4081,giuseppina,0,0.13
4082,giustina,0,0
4083,giustino,1,0
4084,gizella,0,0
4085,gizi,0,0
4086,gjergj,1,0
4087,gjon,1,0
4088,gjord,1,0
4089,gjurd,1,0
4090,gladwin,1,0
4091,gladwyn,1,0
4092,gladys,0,3.63
4093,glanville,1,0
4094,glaucio,1,0
4095,glaw,2,0
4096,gleb,1,0.38
4097,glen,1,0.03
4098,glenda,0,0
4099,glendower,1,0
4100,glenice,0,0
4101,glenn,1,0.35
4102,glenna,0,0
4103,glenys,0,0
4104,gloria,0,5.07
4105,glorinda,0,0
4106,glory,0,0.06
4107,glukel,0,0
4108,glykeria,0,0
4109,glyn,1,0
4110,glyndwr,1,0
4111,glynis,0,0
4112,glynn,1,0
4113,gnaeus,1,0
4114,gobán,1,0
4115,gobind,1,0
4116,gobinet,0,0
4117,gobnait,0,0
4118,gobnata,0,0
4119,gobnet,0,0
4120,goddard,1,0.03
4121,godelieve,1,0
4122,godfrey,1,0.03
4123,godfried,1,0
4124,godiva,0,0.06
4125,godofredo,1,0
4126,godric,1,0
4127,godwin,1,0.19
4128,goffredo,1,0.03
4129,gofraidh,1,0
4130,goibniu,1,0
4131,göker,1,0
4132,golda,0,0.06
4133,goldie,0,0.06
4134,goliath,1,0.64
4135,gomer,1,0
4136,gonca,0,0
4137,gonçalo,1,0
4138,gonzalo,1,0.06
4139,goodwin,1,0.13
4140,gopal,1,0
4141,goraidh,1,0
4142,göran,1,0
4143,goran,1,0.03
4144,gord,1,0
4145,gordana,0,0
4146,gorden,1,0
4147,gordon,1,2.99
4148,gore,1,0.06
4149,goretti,0,0.03
4150,gorka,1,0
4151,gormlaith,0,0
4152,goro,1,0.10
4153,goronwy,1,0
4154,gosse,1,17.11
4155,gösta,1,0
4156,gotam,1,0
4157,gottfrid,1,0
4158,gottfried,1,0.16
4159,gotthard,1,0
4160,gotthilf,1,0
4161,gotthold,1,0
4162,gottlieb,1,0.13
4163,gottschalk,1,0.10
4164,govad,1,0
4165,govannon,1,0
4166,govind,1,0
4167,gowri,0,0
4168,goyathlay,1,0
4169,graça,0,0.03
4170,grace,0,0.51
4171,gracia,0,0.10
4172,graciano,1,0
4173,gracie,0,0.16
4174,graciela,0,0
4175,gracilia,0,0
4176,gracja,0,0
4177,grady,1,0
4178,graeme,1,0
4179,graham,1,1.08
4180,grahame,1,0
4181,gráinne,0,0
4182,grania,0,0
4183,grant,1,0.89
4184,granville,1,0.57
4185,granya,0,0
4186,gratia,0,0.10
4187,gratian,1,0
4188,gratien,1,0.54
4189,grazia,0,0.03
4190,graziana,0,0
4191,graziano,1,0
4192,graziella,0,0.13
4193,grazyna,0,0
4194,gréagóir,1,0
4195,greer,2,0.19
4196,greet,0,0
4197,greetje,0,0
4198,greg,1,0
4199,greger,1,0
4200,gregers,1,0
4201,gregg,1,0
4202,grégoire,1,3.89
4203,gregor,1,0.19
4204,gregorio,1,0.03
4205,gregorios,1,0
4206,gregory,1,0.86
4207,greig,1,0
4208,grenville,1,0.67
4209,gresham,1,0.10
4210,greta,0,0.76
4211,gretchen,0,0.38
4212,grete,0,0
4213,gretel,0,0.06
4214,grethe,0,0
4215,gretta,0,0
4216,grgur,1,0
4217,grid,0,0
4218,grier,1,0
4219,griffin,1,0.06
4220,griffith,1,0.54
4221,grigor,1,0
4222,grigore,1,0
4223,grigori,1,0.03
4224,grigory,1,0
4225,griogair,1,0
4226,griselda,0,0.03
4227,grisha,1,0
4228,grizel,0,0
4229,gro,0,0
4230,gronw,1,0
4231,grosvenor,1,0
4232,grover,1,0
4233,gruffud,1,0
4234,gruffudd,1,0
4235,gruffydd,1,0
4236,grusha,0,0
4237,grwn,1,0
4238,gry,0,0
4239,grzegorz,1,0
4240,guadalupe,2,0.32
4241,gualter,1,0
4242,gualtiero,1,0
4243,guda,1,0
4244,gudrun,0,0
4245,guendolen,0,0
4246,guenevere,0,0
4247,guerino,1,0
4248,guglielmo,1,0.19
4249,guido,1,1.82
4250,guifré,1,0
4251,guilherme,1,0
4252,guillaume,1,15.32
4253,guillem,1,0
4254,guillermo,1,0.03
4255,guinevere,0,0
4256,guiomar,2,0
4257,guiscard,1,0.06
4258,gül,0,0
4259,gul,0,0
4260,gülbahar,0,0
4261,gulbahar,0,0
4262,gülistan,0,0
4263,gulistan,0,0
4264,gull,0,0.16
4265,gulzar,2,0
4266,gunda,0,0
4267,gundula,0,0.03
4268,gunhild,0,0
4269,gunhilda,0,0
4270,gunilla,0,0
4271,gunnar,1,0.13
4272,gunne,1,0
4273,gunnhild,0,0
4274,gunnvor,0,0
4275,günter,1,0
4276,gunter,1,0
4277,günther,1,0.06
4278,gunther,1,0.06
4279,guntram,1,0.03
4280,gunvor,0,0
4281,gus,1,0
4282,gus,1,0
4283,gussie,0,0
4284,gusta,0,0
4285,gustaf,1,0.10
4286,gustav,1,0.57
4287,gustave,1,6.31
4288,gustavo,1,0.03
4289,gusztáv,1,0
4290,guðrún,0,0
4291,guto,1,0
4292,gutxi,1,0
4293,guy,1,5.61
4294,gwallter,1,0
4295,gwandoya,1,0
4296,gwawr,0,0
4297,gwen,0,0
4298,gwenaelle,0,0
4299,gwenda,0,0
4300,gwendolen,0,0
4301,gwendoline,0,0.13
4302,gwendolyn,0,0
4303,gweneth,0,0
4304,gwenevere,0,0
4305,gwenfrewi,0,0
4306,gwenllian,0,0
4307,gwenneth,0,0
4308,gwenyth,0,0
4309,gwil,1,0
4310,gwilherm,1,0
4311,gwilim,1,0
4312,gwillym,1,0
4313,gwilym,1,0
4314,gwladus,0,0
4315,gwrtheyrn,1,0
4316,gwyn,1,0
4317,gwynedd,2,0
4318,gwyneira,0,0
4319,gwyneth,0,0
4320,gwynfor,1,0
4321,gwynn,1,0.19
4322,gwythyr,1,0
4323,gyles,1,0
4324,gyneth,0,0
4325,gyöngyi,0,0
4326,györgy,1,0
4327,györgyi,0,0
4328,györgyike,0,0
4329,gyözö,1,0
4330,gypsy,0,0
4331,gytha,0,0
4332,gyula,1,0
4333,gyuri,1,0
4334,haakon,1,0.03
4335,habacuc,1,0.06
4336,habakkuk,1,0
4337,habib,1,0.06
4338,habiba,0,0
4339,hachiro,1,0
4340,hadar,2,0
4341,hadassah,0,0
4342,hades,1,0
4343,hadewych,0,0
4344,hadi,1,0.03
4345,hadil,0,0
4346,hadjara,0,0
4347,hadley,2,0.13
4348,hadrian,1,0
4349,hadrianus,1,0.06
4350,hadya,0,0
4351,hadyn,1,0
4352,hafeez,1,0
4353,hafiz,1,0
4354,hafsa,0,0
4355,hafsah,0,0
4356,hafza,0,0
4357,hagan,1,0
4358,hagar,0,0
4359,hagen,1,0.06
4360,haggai,1,0
4361,hagir,0,0
4362,hagop,1,0
4363,hai,1,0.16
4364,haidar,1,0
4365,haidee,0,0
4366,haider,1,0
4367,haifa,0,0
4368,hailee,0,0
4369,hailey,0,0
4370,hajar,0,0
4371,hajna,0,0
4372,hajnal,0,0
4373,hajnalka,0,0
4374,hákan,1,0
4375,håkan,1,0
4376,hakan,1,0
4377,hakeem,1,0
4378,hakim,1,0.10
4379,håkon,1,0
4380,hal,1,0.16
4381,hala,0,0.10
4382,halcyon,0,0
4383,halcyone,0,0
4384,haldor,1,0
4385,hale,1,0.48
4386,haleigh,0,0
4387,haley,0,0
4388,halina,0,0
4389,hall,1,18.54
4390,hallam,1,0
4391,halldór,1,0
4392,halldor,1,0
4393,halldóra,0,0
4394,halle,1,0
4395,halle,0,0
4396,hallie,0,0
4397,hallvard,1,0
4398,halstein,1,0
4399,halsten,1,0
4400,halvar,1,0
4401,halvard,1,0
4402,halvdan,1,0
4403,halvor,1,0
4404,ham,1,0.10
4405,hamid,1,4.49
4406,hamilcar,1,0.10
4407,hamilton,1,2.36
4408,hamish,1,0
4409,hamlet,1,1.34
4410,hammond,1,0.19
4411,hamnet,1,0
4412,hamo,1,0
4413,hamon,1,0.13
4414,hampus,1,0
4415,hamza,1,0
4416,hana,0,0
4417,hanaa,0,0
4418,hanan,0,0
4419,hananiah,1,0
4420,hande,0,0
4421,hani,1,0
4422,hania,0,0
4423,haniyya,0,0
4424,hank,1,0.06
4425,hanke,1,0
4426,hanna,0,0.03
4427,hannah,0,0.10
4428,hanne,0,0
4429,hannelore,0,0
4430,hannes,1,0
4431,hannibal,1,0.38
4432,hannu,1,0
4433,hans,1,3.85
4434,happy,2,0.80
4435,harald,1,0.10
4436,haraldur,1,0
4437,harding,1,0.03
4438,hardy,1,2.55
4439,hari,1,0.25
4440,harinder,1,0
4441,harish,1,0.03
4442,harith,1,0
4443,harlan,1,0.32
4444,harland,1,0
4445,harley,2,0.67
4446,harmon,1,0
4447,harmonia,0,0
4448,harmonie,0,18.67
4449,harmony,0,0.03
4450,harold,1,0.99
4451,haroun,1,0.16
4452,harper,2,0.10
4453,harriet,0,0
4454,harriett,0,0
4455,harrietta,0,0
4456,harriette,0,0
4457,harris,1,0.99
4458,harrison,1,1.12
4459,harry,1,1.66
4460,hartley,2,0.35
4461,hartmann,1,0.48
4462,hartmut,1,0
4463,hartwig,1,0
4464,hartwin,1,0
4465,haruko,0,0
4466,harun,1,0
4467,harve,1,0
4468,harvey,1,0.48
4469,harvie,1,0
4470,hasan,1,0
4471,hasdrubal,1,0
4472,hashim,1,0
4473,hasim,1,0
4474,haskel,1,0
4475,hassan,1,2.23
4476,hathor,0,0.06
4477,hatim,1,0
4478,hattie,0,0
4479,hatty,0,0
4480,haukea,0,0
4481,haul,1,0
4482,hava,0,0
4483,håvard,1,0
4484,havel,1,0
4485,haven,0,0.25
4486,havilah,2,0
4487,havva,0,0
4488,haydee,0,0
4489,hayden,1,0.03
4490,hayder,1,0
4491,haydn,1,1.12
4492,hayfa,0,0
4493,haylee,0,0
4494,hayleigh,0,0
4495,hayley,0,0
4496,haylie,0,0
4497,haytham,1,0
4498,haywood,1,0
4499,hazael,1,0
4500,hazan,0,0.03
4501,haze,0,0
4502,hazel,0,0
4503,headley,1,0
4504,heath,1,0.16
4505,heather,0,0
4506,heaven,0,0
4507,hebe,0,0
4508,hebel,1,0
4509,heber,1,0
4510,heber,1,0
4511,hecate,0,0
4512,heck,1,0.10
4513,heckie,1,0
4514,hector,1,5.89
4515,hedda,0,0.03
4516,heddwyn,1,0
4517,hedley,1,0.13
4518,hedvig,0,0
4519,hedwig,0,0.13
4520,hedy,0,0
4521,hege,0,0
4522,heida,0,0
4523,heidi,0,0
4524,heidrun,0,0
4525,heike,0,0
4526,heikki,1,0
4527,heiko,1,0
4528,heilwig,0,0
4529,heilyn,1,0
4530,heiner,1,0
4531,heino,1,0
4532,heinrich,1,3.50
4533,heinz,1,0.45
4534,heitor,1,0
4535,helah,0,0
4536,helder,1,0.03
4537,heledd,0,0
4538,helen,0,1.18
4539,helena,0,0.32
4540,hélène,0,20.13
4541,helene,0,0
4542,helfried,1,0
4543,helga,0,0
4544,helge,1,0
4545,heliodoro,1,0
4546,helios,1,0
4547,hellä,0,0
4548,hella,0,0
4549,helladius,1,0
4550,hellen,0,0
4551,helma,0,0
4552,helmfrid,1,0
4553,helmfried,1,0
4554,helmi,0,0
4555,helmine,0,0
4556,helmut,1,0.70
4557,helmuth,1,0
4558,héloïse,0,2.01
4559,hemi,1,0
4560,hemming,1,0
4561,hena,0,0
4562,henda,0,0
4563,hendel,0,0
4564,henderson,1,0.25
4565,hendrik,1,0.03
4566,heng,1,0
4567,hengist,1,0
4568,henk,1,0
4569,hennie,0,0
4570,henning,1,0
4571,henri,1,119.43
4572,henrietta,0,0.06
4573,henriette,0,1.50
4574,henrik,1,0.06
4575,henrike,0,0
4576,henrique,1,0.03
4577,henry,1,10.07
4578,henryk,1,0
4579,henye,0,0
4580,hephaestus,1,0
4581,hephzibah,0,0
4582,hepsie,0,0
4583,hepzibah,0,0
4584,hera,0,0.06
4585,heracleitus,1,0
4586,herakleides,1,0
4587,herakles,1,0
4588,herb,1,0.06
4589,herbert,1,2.90
4590,herberto,1,0
4591,herbie,1,0
4592,hercule,1,2.61
4593,hercules,1,0.32
4594,hereward,1,0.03
4595,heribert,1,0
4596,heriberto,1,0
4597,herk,1,0
4598,herleif,1,0
4599,herman,1,0.25
4600,hermann,1,5.10
4601,hermanni,1,0
4602,hermenegildo,1,0
4603,hermes,1,0.03
4604,hermia,0,0.03
4605,hermine,0,2.23
4606,hermione,0,0.25
4607,hermogenes,1,0
4608,hermokrates,1,0
4609,hermolaos,1,0
4610,hernán,1,0
4611,hernando,1,0
4612,hero,0,4.33
4613,herod,1,0
4614,herodion,1,0
4615,herodotus,1,0
4616,heron,1,0
4617,herschel,1,1.40
4618,hersh,1,0
4619,hershel,1,0
4620,hervé,1,10.19
4621,hervey,1,0.03
4622,heshel,1,0
4623,hesiod,1,0
4624,hester,0,0.03
4625,hestia,0,0.03
4626,hettie,0,0
4627,heulog,2,0
4628,heulwen,0,0
4629,hewie,1,0
4630,heydar,1,0
4631,hezekiah,1,0
4632,hiawatha,1,0
4633,hiba,0,0.51
4634,hideaki,1,0
4635,hieronymus,1,0.10
4636,higini,1,0
4637,hikari,0,0
4638,hikaru,1,0
4639,hikmat,2,0
4640,hilaire,1,5.13
4641,hilaria,0,0
4642,hilary,2,0
4643,hilbert,1,3.54
4644,hilda,0,1.18
4645,hilde,0,0.06
4646,hildebrand,1,0.03
4647,hildegard,0,0
4648,hildegarde,0,0.03
4649,hildur,0,0
4650,hillary,2,0.06
4651,hillel,1,0.10
4652,hillevi,0,0
4653,hiltraud,0,0
4654,hiltrud,0,0
4655,hiltrude,0,0
4656,hind,0,0
4657,hinrich,1,0
4658,hinrik,1,0
4659,hipolito,1,0
4660,hippocrates,1,0
4661,hippolyta,0,0
4662,hippolyte,2,1.82
4663,hippolytos,1,0
4664,hiram,1,0.22
4665,hiroko,0,0
4666,hiroshi,1,0
4667,hirsh,1,0
4668,hisein,1,0
4669,hisham,1,0
4670,hitomi,0,0.03
4671,hizkiah,1,0
4672,hjalmar,1,0
4673,hjördis,0,0
4674,hjörtur,1,0
4675,hoa,0,0.03
4676,hodel,0,0
4677,hohepa,1,0
4678,hokolesqua,1,0
4679,holden,1,0.13
4680,holger,1,0.03
4681,hollie,0,0
4682,hollis,2,0.03
4683,holly,0,0.06
4684,homer,1,0.10
4685,honey,0,0.22
4686,hòng,0,0
4687,honor,0,0.19
4688,honora,0,0.22
4689,honorata,0,0
4690,honoratus,1,0
4691,honoré,1,5.45
4692,honoria,0,0
4693,honorine,0,0.38
4694,honorius,1,0.25
4695,honour,0,0
4696,hooda,0,0
4697,hopcyn,1,0
4698,hope,0,0.29
4699,hopkin,1,0
4700,horace,1,1.88
4701,horacio,1,0
4702,horatia,0,0
4703,horatio,1,0.32
4704,horatius,1,0
4705,hormazd,1,0
4706,hormazed,1,0
4707,horsa,1,0
4708,horst,1,0.19
4709,hortense,0,2.39
4710,hortensia,0,3.92
4711,horus,1,0.22
4712,hosanna,2,0.29
4713,hosannah,2,0.19
4714,hosea,1,0
4715,hoshi,0,0
4716,hosni,1,0
4717,hotaka,1,0
4718,hotaru,0,0
4719,houda,0,0
4720,hourig,0,0
4721,houssam,1,0
4722,hovhannes,1,0
4723,hovsep,1,0
4724,howard,1,0.32
4725,howell,1,0.35
4726,howie,1,0
4727,hoyt,1,0
4728,hrafn,1,0
4729,hristina,0,0
4730,hrodohaidis,0,0
4731,hrothgar,1,0
4732,huan,2,0
4733,huang,2,0.03
4734,hubert,1,6.47
4735,hubrecht,1,0.03
4736,huda,0,0
4737,hudes,0,0
4738,hudson,1,1.05
4739,huey,1,0.06
4740,huffie,1,0
4741,hugh,1,0.38
4742,hughie,1,0
4743,hugo,1,12.65
4744,hugues,1,0.96
4745,hulda,0,0
4746,hulda,0,0
4747,huldah,0,0
4748,humbert,1,0.83
4749,humphrey,1,1.47
4750,humphry,1,0.10
4751,hùng,1,0
4752,hunter,2,0.73
4753,huo,2,0
4754,hùong,0,0
4755,huppert,1,0.03
4756,hupprecht,1,0
4757,husain,1,0
4758,husam,1,0
4759,husayn,1,0
4760,husni,1,0
4761,hussain,1,0.06
4762,hussein,1,1.05
4763,huw,1,0
4764,hyacinth,2,0
4765,hyacintha,0,0
4766,hyacinthe,0,0.86
4767,hyam,1,0
4768,hyder,1,0
4769,hyginus,1,0
4770,hylda,0,0
4771,hyledd,0,0
4772,hyman,1,0.06
4773,hymie,1,0
4774,hypatia,0,0
4775,hyram,1,0
4776,hyun,0,0
4777,hywel,1,0
4778,iacchus,1,0.03
4779,iagan,1,0
4780,iago,1,0.13
4781,iain,1,0
4782,iakopa,1,0
4783,ian,1,0
4784,iancu,1,0
4785,iantha,0,0
4786,ianthe,0,0
4787,ianthina,0,0
4788,ianto,1,0
4789,iarfhlaith,1,0
4790,iarlaith,1,0
4791,iason,1,0
4792,ib,1,0.19
4793,ibbie,0,0
4794,ibolya,0,0
4795,ibraheem,1,0
4796,ibrahim,1,1.37
4797,ibtihaj,0,0
4798,ibtisam,0,0
4799,icarus,1,0.03
4800,ichabod,1,0.03
4801,ichiro,1,0
4802,ida,0,4.33
4803,idan,1,0
4804,íde,0,0
4805,idelle,0,0
4806,idesta,0,0
4807,idetta,0,0
4808,idonea,0,0
4809,idony,0,0
4810,idowu,1,0
4811,idoya,0,0
4812,idril,0,0
4813,idris,1,0.03
4814,idunn,0,0
4815,idwal,1,0
4816,iefan,1,0
4817,iekika,0,0
4818,iestyn,1,0
4819,ieuan,1,0
4820,ifan,1,0
4821,ife,0,0
4822,ige,0,0
4823,ignaas,1,0
4824,ignác,1,0
4825,ignace,1,1.37
4826,ignacio,1,0.06
4827,ignacy,1,0
4828,ignacz,1,0
4829,ignasi,1,0
4830,ignatius,1,0
4831,ignatz,1,0
4832,ignazio,1,0.03
4833,igor,1,1.05
4834,ihab,2,0
4835,ihsan,2,0
4836,iida,0,0
4837,iikka,1,0
4838,iisakki,1,0
4839,ikaia,1,0
4840,ikaika,1,0
4841,ike,1,0.10
4842,ikraam,0,0
4843,ila,0,0.06
4844,ilan,1,0
4845,ilana,0,0
4846,ilar,1,0
4847,ilari,1,0
4848,ilaria,0,0
4849,ilario,1,0.41
4850,ilbert,1,0
4851,ildikó,0,0
4852,ilean,0,0
4853,ileana,0,0
4854,ileen,0,0
4855,ilene,0,0
4856,ili,0,0
4857,ilia,1,0.03
4858,ilie,1,0
4859,ilinca,0,0
4860,ilka,0,0
4861,ilker,1,0
4862,íllés,1,0
4863,illtyd,1,0
4864,ilma,0,0
4865,ilona,0,0.13
4866,ilonka,0,0
4867,ilsa,0,0
4868,ilse,0,0.10
4869,ilya,1,0.22
4870,ima,0,0
4871,imaculada,0,0.03
4872,imad,1,0
4873,imam,1,0.32
4874,imamu,1,0
4875,iman,0,0.25
4876,imani,0,0
4877,imelda,0,0.10
4878,imen,0,0
4879,imhotep,1,0
4880,imke,0,0
4881,imma,0,0
4882,immacolata,0,0
4883,immaculata,0,0
4884,immanuel,1,0.03
4885,imogen,0,0
4886,imogene,0,0
4887,imre,1,0
4888,imrus,1,0
4889,ina,0,0.54
4890,inácio,1,0
4891,iñaki,1,0
4892,in'am,0,0
4893,inbar,0,0
4894,inderjit,2,0
4895,inderpal,1,0
4896,india,0,0.61
4897,indiana,2,2.04
4898,indigo,2,2.20
4899,indira,0,0.06
4900,indra,1,0.13
4901,indrajit,2,0
4902,indrani,0,0
4903,indy,2,0.89
4904,inés,0,0
4905,inès,0,15.36
4906,inês,0,0
4907,inez,0,0.03
4908,ing,1,0.35
4909,inga,0,0.03
4910,inge,2,0.03
4911,ingeborg,0,0.86
4912,ingegärd,0,0
4913,ingegerd,0,0
4914,ingemar,1,0
4915,inger,0,0
4916,inglebert,1,0
4917,ingmar,1,0.03
4918,ingolf,1,0.03
4919,ingram,1,0.06
4920,ingrid,0,0.48
4921,ingvar,1,0
4922,ingvarr,1,0
4923,inigo,1,0.13
4924,inka,0,0
4925,inkeri,0,0
4926,inmaculada,0,0
4927,innes,2,0.03
4928,innocent,1,10.93
4929,innocenzo,1,0
4930,innokenti,1,0
4931,inocencio,1,0
4932,into,1,0.16
4933,io,0,45.21
4934,ioan,1,0
4935,ioana,0,0
4936,ioann,1,0
4937,ioanna,0,0
4938,ioannes,1,0
4939,ioannis,1,0
4940,iokua,1,0
4941,iola,0,0
4942,iolana,0,0
4943,iolanthe,0,0
4944,iole,0,0
4945,iolo,1,0
4946,iolyn,1,0
4947,íomhar,1,0
4948,iomhar,1,0
4949,ion,1,3.38
4950,iona,0,0
4951,ionatán,1,0
4952,ione,0,0
4953,ionel,1,0
4954,ionela,0,0
4955,ionut,1,0
4956,iorwerth,1,0
4957,iosif,1,0
4958,ipati,1,0
4959,ippolit,1,0
4960,ippolito,1,0
4961,iqbal,1,0
4962,ira,1,18.83
4963,ireland,0,0
4964,irén,0,0
4965,irena,0,0
4966,iréné,1,0
4967,irène,0,1.62
4968,irene,0,0.06
4969,irénée,0,0.38
4970,ireneus,1,0
4971,ireneusz,1,0
4972,irina,0,0.03
4973,irinei,1,0
4974,iris,0,5.29
4975,irit,0,0
4976,irja,0,0
4977,irma,0,9.75
4978,irmak,0,0
4979,irmgard,0,1.18
4980,irmhild,0,0
4981,irmtraud,0,0
4982,irmtrud,0,0
4983,irmuska,0,0
4984,irvin,1,0.03
4985,irvine,1,0.03
4986,irving,1,0.25
4987,irwin,1,0.13
4988,isa,2,0.22
4989,isaac,1,4.94
4990,isabel,0,1.31
4991,isabell,0,0
4992,isabella,0,0
4993,isabelle,0,7.68
4994,isador,1,0
4995,isadora,0,0.22
4996,isadore,1,0
4997,isaia,1,0
4998,isaiah,1,0
4999,isaias,1,0
5000,isak,1,0
5001,'isam,1,0
5002,isamu,1,0
5003,isandro,1,0
5004,isaura,0,0.03
5005,isbel,0,0
5006,iseabail,0,0
5007,isebella,0,0
5008,iser,1,0
5009,iseult,0,0.38
5010,isha,2,0.03
5011,ishbel,0,0
5012,ishmael,1,0
5013,ishmerai,1,0
5014,ishtar,0,0
5015,isiah,1,0
5016,isibéal,0,0
5017,isidor,1,0
5018,isidora,0,0
5019,isidore,1,0.92
5020,isidoro,1,0.06
5021,isis,0,1.59
5022,iskender,1,0
5023,isla,0,0.03
5024,islay,1,0
5025,isleen,0,0
5026,islwyn,1,0
5027,ismael,1,0.03
5028,isma'il,1,0
5029,'ismat,2,0
5030,ismene,0,0
5031,isobel,0,0
5032,isocrates,1,0
5033,isolda,0,0
5034,isolde,0,0.35
5035,isra,0,0.03
5036,israel,1,0.06
5037,issa,1,0.03
5038,issac,1,0
5039,issachar,1,0
5040,issur,1,0
5041,issy,1,1.15
5042,istván,1,0
5043,ita,0,0.16
5044,itala,0,0
5045,italo,1,0.38
5046,italus,1,0
5047,itamar,1,0
5048,ithamar,1,0
5049,ithel,1,0
5050,i'tidal,0,0
5051,itzhak,1,0
5052,itziar,0,0
5053,iúile,0,0
5054,iulia,0,0
5055,iulian,1,0
5056,iuliana,0,0
5057,iva,0,0
5058,ivah,0,0
5059,ivan,1,2.52
5060,ivana,0,0
5061,ivanka,0,0
5062,ivanna,0,0
5063,ivar,1,0.03
5064,ives,1,0.25
5065,ivette,0,0
5066,ivo,1,0
5067,ivonette,0,0
5068,ivonne,0,0
5069,ivor,1,0.03
5070,ivory,0,0.03
5071,ivy,0,0.22
5072,iwan,1,0.03
5073,iwo,1,0.03
5074,iwona,0,0
5075,ixchel,0,0
5076,iyov,1,0
5077,izaak,1,0
5078,izabela,0,0
5079,izabella,0,0
5080,izdihar,0,0
5081,izolda,0,0
